제품명,급여구분,특정연령,특정연령단위,업체명,금기연령층
아네스크림_(20g),비급여,3,개월 이하,태극제약(주),영유아
엠투카인크림_(30g),비급여,3,개월 이하,맥널티제약(주),영유아
엠에스크림_(30g),비급여,3,개월 이하,오스틴제약(주),영유아
제이프로크림_(30g),비급여,3,개월 이하,(주)비보존제약,영유아
마네신크림_(30g),비급여,3,개월 이하,(주)티디에스팜,영유아
싸이로칸정500밀리그람(염산시프로플록사신)_(0.582g/1정),비급여,18,세 미만,(주)하원제약,청소년
케이타솔로션(클로베타솔프로피오네이트)_(55mg/110mL),비급여,24,개월 미만,에이치케이이노엔(주),영유아
듀오벡스액(클로베타솔프로피오네이트)_(50mg/100g),비급여,24,개월 미만,주식회사 더유제약,영유아
클로벡스액0.05%(클로베타솔프로피오네이트)_(62.5mg/125mL),비급여,24,개월 미만,갈더마코리아(주),영유아
도모호론액0.05%(클로베타솔프로피오네이트)_(75mg/150g),비급여,24,개월 미만,㈜동구바이오제약,영유아
한국유나이티드닥티노마이신주_(0.5mg/1병),비급여,1,세 미만,한국유나이티드제약(주),영유아
삼진디클로페낙나트륨주사_(75mg/3mL),비급여,4,주 미만,삼진제약(주),소아
유니페낙주3밀리리터(디클로페낙나트륨)(수출명:Union diclofenac sodium Inj.75㎎)_(75mg/3mL),비급여,4,주 미만,한국유니온제약(주),소아
스파토민캡슐(디시클로민염산염)_(10mg/1캡슐),비급여,6,개월 이하,조아제약(주),영유아
이지정(디시클로민염산염)_(10mg/1정),비급여,6,개월 이하,신일제약(주),영유아
디에칠정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,(주)인트로바이오파마,청소년
엠피온정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,(주)마더스제약,청소년
디피온정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,(주)바이넥스,청소년
암페몬정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,조아제약(주),청소년
에닝정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,태극제약(주),청소년
슬리피온정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,한국휴텍스제약(주),청소년
레노씬정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,명문제약(주),청소년
레폭신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,경동제약(주),청소년
레포신정100밀리그램(레보플록사신)_(0.1g/1정),급여,18,세 이하,신풍제약(주),청소년
코비잘나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,아주약품(주),영유아
나조타손나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)동구바이오제약,영유아
비조넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,하나제약(주),영유아
코에타손점비액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)비보존제약,영유아
모노넥스점비액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,이연제약(주),영유아
비코넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,한국프라임제약(주),영유아
모메코나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)경보제약,영유아
모메씨티나잘스프레이액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)씨티씨바이오,영유아
모메탈나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,대한뉴팜(주),영유아
코에잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)팜젠사이언스,영유아
알비프로나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)휴온스메디텍,영유아
비알코넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)보령바이오파마,영유아
모메타온점비액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,주식회사제뉴원사이언스,영유아
네젤렉스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,대원제약(주),영유아
코비타손나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)라이트팜텍,영유아
나조메손나잘스프레이액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,대웅바이오(주),영유아
노메타손점비액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,정우신약(주),영유아
크린티손크림(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,삼천당제약(주),영유아
모메손크림(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,오스틴제약(주),영유아
더모타손엠엘이크림(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,(주)동구바이오제약,영유아
라벨리아로션(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,태극제약(주),영유아
모리코트로션(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,동광제약(주),영유아
테리손로션(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,(주)메디카코리아,영유아
코코타손로션(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,한국휴텍스제약(주),영유아
더모타손엠엘이로션(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,(주)동구바이오제약,영유아
큐어덤로션(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,위더스제약(주),영유아
프로몬로션(모메타손푸로에이트)_(30mg/30g),급여,2,세 이하,(주)제뉴파마,영유아
라벨리아로션(모메타손푸로에이트)_(50mg/50g),급여,2,세 이하,태극제약(주),영유아
모멘타로션(모메타손푸로에이트)_(60mg/60g),급여,2,세 이하,주식회사 더유제약,영유아
모타손로션(모메타손푸로에이트)_(60mg/60g),급여,2,세 이하,(주)휴비스트제약,영유아
테뉴에이트정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,알보젠코리아(주),청소년
엘피온정25밀리그램(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,(주)한국파마,청소년
웰피온정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,(주)휴온스,청소년
레피온정(디에틸프로피온염산염)_(25mg/1정),비급여,16,세 이하,(주)제뉴파마,청소년
카조라정2mg(독사조신메실산염)_(2.43mg/1정),비급여,12,세 이하,미래바이오제약㈜,소아
뉴로자핀정2.5밀리그램(올란자핀)_(2.5mg/1정),급여,13,세 미만,명인제약(주),청소년
자이레핀정2.5밀리그램(올란자핀)_(2.5mg/1정),급여,13,세 미만,환인제약(주),청소년
산도스올란자핀정2.5밀리그램_(2.5mg/1정),급여,13,세 미만,한국산도스(주),청소년
피엠에스올란자핀정2.5밀리그램(올란자핀)_(2.5mg/1정),급여,13,세 미만,(주)제뉴파마,청소년
테바올란자핀정15밀리그램_(15mg/1정),급여,13,세 미만,(주)한독테바,청소년
오코돈서방정40밀리그램(옥시코돈염산염)_(40mg/1정),급여,18,세 미만,하나제약(주),청소년
옥시콘틴서방정40밀리그램(옥시코돈염산염)_(40mg/1정),급여,18,세 미만,한국먼디파마유한회사,청소년
아이알코돈정10밀리그램(옥시코돈염산염)_(10mg/1정),급여,18,세 미만,유니메드제약(주),청소년
오코돈정10밀리그램(옥시코돈염산염)_(10mg/1정),급여,18,세 미만,하나제약(주),청소년
오코돈서방정10밀리그램(옥시코돈염산염)_(10mg/1정),급여,18,세 미만,하나제약(주),청소년
옥시콘틴서방정10밀리그램(옥시코돈염산염)_(10mg/1정),급여,18,세 미만,한국먼디파마유한회사,청소년
아이알코돈정20밀리그램(옥시코돈염산염)_(20mg/1정),급여,18,세 미만,유니메드제약(주),청소년
오코돈서방정20밀리그램(옥시코돈염산염)_(20mg/1정),급여,18,세 미만,하나제약(주),청소년
옥시콘틴서방정20밀리그램(옥시코돈염산염)_(20mg/1정),급여,18,세 미만,한국먼디파마유한회사,청소년
아이알코돈정5밀리그램(옥시코돈염산염)_(5mg/1정),급여,18,세 미만,유니메드제약(주),청소년
"오코돈정_(옥시코돈염산염, 5mg/1정)",급여,18,세 미만,하나제약(주),청소년
옥시콘틴서방정80mg(옥시코돈염산염)_(80mg/1정),급여,18,세 미만,한국먼디파마유한회사,청소년
오코돈주사10mg/mL(옥시코돈염산염)_(10mg/1mL),급여,18,세 미만,하나제약(주),청소년
옥시넘주사10mg/ml(옥시코돈염산염)_(10mg/1mL),급여,18,세 미만,한국먼디파마유한회사,청소년
오코돈주사10mg/mL(옥시코돈염산염)_(20mg/2mL),급여,18,세 미만,하나제약(주),청소년
옥시넘주사10mg/ml(옥시코돈염산염)_(20mg/2mL),급여,18,세 미만,한국먼디파마유한회사,청소년
보트리엔트정200밀리그램(파조파닙염산염)_(0.2167g/1정),급여,2,세 미만,한국노바티스(주),영유아
보트리엔트정400밀리그램(파조파닙염산염)_(0.4334g/1정),급여,2,세 미만,한국노바티스(주),영유아
명인페르페나진정4밀리그램_(4mg/1정),급여,14,세 이하,명인제약(주),청소년
벤팍신서방캡슐37.5밀리그램(벤라팍신염산염)_(42.42mg/1캡슐),급여,18,세 미만,영진약품(주),청소년
베넥사엑스알서방캡슐37.5밀리그램(벤라팍신염산염)_(42.42mg/1캡슐),급여,18,세 미만,한림제약(주),청소년
벤라팩트서방캡슐37.5mg(벤라팍신염산염)_(42.42mg/1캡슐),급여,18,세 미만,삼천당제약(주),청소년
코팩사엑스알서방캡슐37.5mg(벤라팍신염산염)_(42.42mg/1캡슐),급여,18,세 미만,명인제약(주),청소년
파마벤라팍신서방캡슐37.5밀리그램(벤라팍신염산염)_(42.42mg/1캡슐),급여,18,세 미만,(주)한국파마,청소년
베라칸서방캡슐37.5밀리그램(벤라팍신염산염)_(42.42mg/1캡슐),급여,18,세 미만,대웅바이오(주),청소년
일성이?틴서방정180밀리그람(베라파밀염산염)_(0.18g/1정),급여,24,개월 미만,일성신약(주),영유아
일성이?틴서방정240밀리그람(베라파밀염산염)_(0.24g/1정),급여,24,개월 미만,일성신약(주),영유아
일성이?틴정40밀리그램(베라파밀염산염)_(40mg/1정),급여,24,개월 미만,일성신약(주),영유아
일성이?틴정80밀리그램(베라파밀염산염)_(80mg/1정),급여,24,개월 미만,일성신약(주),영유아
일성이?틴주사(베라파밀염산염)_(5mg/2mL),급여,24,개월 미만,일성신약(주),영유아
브린텔릭스정5밀리그램(보티옥세틴브롬화수소산염)_(6.355mg/1정),급여,18,세 미만,한국룬드벡(주),청소년
브린텔릭스정10밀리그램(보티옥세틴브롬화수소산염)_(12.71mg/1정),급여,18,세 미만,한국룬드벡(주),청소년
브린텔릭스정20밀리그램(보티옥세틴브롬화수소산염)_(25.42mg/1정),급여,18,세 미만,한국룬드벡(주),청소년
자보란테정(자보플록사신D-아스파르트산염수화물)_(0.51298g/1정),급여,18,세 미만,동화약품(주),청소년
졸피움정(졸피뎀타르타르산염)_(10mg/1정),급여,18,세 미만,고려제약(주),청소년
아네스크림_(50g),비급여,3,개월 이하,태극제약(주),영유아
롱엠씨크림_(500g),비급여,3,개월 이하,주식회사 더유제약,영유아
뷰티카인크림_(500g),비급여,3,개월 이하,(주)휴비스트제약,영유아
엠투카인크림_(500g),비급여,3,개월 이하,맥널티제약(주),영유아
아네스크림_(500g),비급여,3,개월 이하,태극제약(주),영유아
듀카인크림_(500g),비급여,3,개월 이하,에이프로젠제약(주),영유아
프리오칸5%크림_(500g),비급여,3,개월 이하,대화제약(주),영유아
엠에스크림_(500g),비급여,3,개월 이하,오스틴제약(주),영유아
제이프로크림_(500g),비급여,3,개월 이하,(주)비보존제약,영유아
리쥬셀플러스크림_(500g),비급여,3,개월 이하,(주)팜젠사이언스,영유아
엔카인크림_(500g),비급여,3,개월 이하,주식회사제뉴원사이언스,영유아
리도나크림_(500g),비급여,3,개월 이하,크리스탈생명과학(주),영유아
박토랄정_(1정),비급여,2,개월 미만,에이프로젠제약(주),영유아
라세카캡슐100밀리그램(라세카도트릴)_(0.1g/1캡슐),비급여,3,개월 미만,영진약품(주),영유아
하이드라섹캡슐100mg(라세카도트릴)_(0.1g/1캡슐),비급여,3,개월 미만,한국애보트(유),영유아
자이데나정75밀리그램(유데나필)_(75mg/1정),비급여,18,세 이하,동아에스티(주),청소년
타이레놀산500밀리그램(아세트아미노펜)_(0.555556g/1포),비급여,12,세 미만,한국존슨앤드존슨판매(유),소아
트리스펜8시간이알서방정(아세트아미노펜)_(0.65g/1정),비급여,12,세 미만,동화약품(주),소아
알젠탈정(알벤다졸)(수출명:AlbendazoleTablets200밀리그람)_(0.2g/1정),비급여,2,세 미만,신풍제약(주),영유아
제일알벤다졸정_(0.4g/1정),비급여,2,세 미만,제일헬스사이언스(주),영유아
순삭정(알벤다졸)_(0.4g/1정),비급여,2,세 미만,코스맥스파마(주),영유아
알젠다졸정(알벤다졸)_(0.4g/1정),비급여,2,세 미만,주식회사 더유제약,영유아
지벤다졸정(알벤다졸)_(0.4g/1정),비급여,2,세 미만,(주)아리제약,영유아
올싹정(알벤다졸)_(0.4g/1정),비급여,2,세 미만,(주)유앤생명과학,영유아
알싹정(알벤다졸)_(0.4g/1정),비급여,2,세 미만,(주)한국파비스제약,영유아
유니독시캅셀(독시사이클린수화물)_(0.1g/1캡슐),비급여,12,세 미만,(주)마더스제약,소아
포린피아정(독시라민숙신산염)_(25mg/1정),비급여,15,세 이하,(주)한국파비스제약,청소년
자멘쏙정(독시라민숙신산염)_(25mg/1정),비급여,15,세 이하,일양약품(주),청소년
자믹정(독시라민숙신산염)_(25mg/1정),비급여,15,세 이하,삼익제약(주),청소년
잠피아정(독시라민숙신산염)_(25mg/1정),비급여,15,세 이하,조아제약(주),청소년
자미슬정(독시라민숙신산염)_(25mg/1정),비급여,15,세 이하,태극제약(주),청소년
자비론정(독시라민숙신산염)_(25mg/1정),비급여,15,세 이하,(주)씨엠지제약,청소년
스메르정(독시라민숙신산염)_(25mg/1정),비급여,15,세 이하,지엘파마(주),청소년
아졸정(독시라민석시네이트)_(25mg/1정),비급여,15,세 이하,알파제약(주),청소년
아론정(독시라민숙신산염)_(25mg/1정),비급여,15,세 이하,알리코제약(주),청소년
두타온연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),비급여,18,세 미만,맥널티제약(주),청소년
에이두타연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),비급여,18,세 미만,안국약품(주),청소년
아다모연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),비급여,18,세 미만,한올바이오파마(주),청소년
두타윈연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),비급여,18,세 미만,(유)한풍제약,청소년
두리스연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),비급여,18,세 미만,(주)시어스제약,청소년
모모다트정(두타스테리드)_(0.5mg/1정),비급여,18,세 미만,(주)인트로바이오파마,청소년
모벤두타정0.5밀리그램(두타스테리드)_(0.5mg/1정),비급여,18,세 미만,주식회사다나젠,청소년
두타엠정0.5밀리그램(두타스테리드)_(0.5mg/1정),비급여,18,세 미만,(주)이든파마,청소년
두아모정(두타스테리드)_(0.5mg/1정),비급여,18,세 미만,광동제약(주),청소년
원투스테리드정0.5mg(두타스테리드)_(0.5mg/1정),비급여,18,세 미만,한국휴텍스제약(주),청소년
휴메리나정0.5밀리그램(두타스테리드)_(0.5mg/1정),비급여,18,세 미만,(주)휴온스,청소년
두타모아정0.5밀리그램(두타스테리드)_(0.5mg/1정),비급여,18,세 미만,제이더블유생명과학(주),청소년
조피타정1밀리그램(에스조피클론)_(1mg/1정),비급여,18,세 미만,환인제약(주),청소년
조피타정2밀리그램(에스조피클론)_(2mg/1정),비급여,18,세 미만,환인제약(주),청소년
조피타정3밀리그램(에스조피클론)_(3mg/1정),비급여,18,세 미만,환인제약(주),청소년
액틱구강정1200마이크로그램(구연산펜타닐)_(1.8852mg/1정),비급여,18,세 미만,현대약품(주),청소년
엘리델크림1%(피메크로리무스)_(0.1g/10g),급여,2,세 미만,한국메나리니(주),영유아
엘리델크림1%(피메크로리무스)_(0.3g/30g),급여,2,세 미만,한국메나리니(주),영유아
지엘피록시캄캡슐10밀리그램_(10mg/1캡슐),급여,80,세 이상,지엘파마(주),기타
필로젠정10밀리그람(피록시캄)_(10mg/1정),급여,80,세 이상,(주)제뉴파마,기타
지엘피록시캄캡슐20밀리그램_(20mg/1캡슐),급여,80,세 이상,지엘파마(주),기타
필로젠정(피록시캄)_(20mg/1정),급여,80,세 이상,(주)제뉴파마,기타
대한피록시캄주_(20mg/1mL),급여,4,주 미만,대한약품공업(주),소아
대한피록시캄주_(20mg/1mL),급여,80,세 이상,대한약품공업(주),기타
대화피록시캄주(피록시캄)(수출명:PIC-20INJ.)_(20mg/1mL),급여,4,주 미만,대화제약(주),소아
대화피록시캄주(피록시캄)(수출명:PIC-20INJ.)_(20mg/1mL),급여,80,세 이상,대화제약(주),기타
로감주사(피록시캄)_(20mg/1mL),급여,4,주 미만,동광제약(주),소아
로감주사(피록시캄)_(20mg/1mL),급여,80,세 이상,동광제약(주),기타
유영피록시캄근육주사_(20mg/1mL),급여,4,주 미만,(주)유영제약,소아
유영피록시캄근육주사_(20mg/1mL),급여,80,세 이상,(주)유영제약,기타
로시덴주(피록시캄)_(20mg/1mL),급여,4,주 미만,신풍제약(주),소아
로시덴주(피록시캄)_(20mg/1mL),급여,80,세 이상,신풍제약(주),기타
솔루캄주사(피록시캄)_(20mg/1mL),급여,4,주 미만,아주약품(주),소아
솔루캄주사(피록시캄)_(20mg/1mL),급여,80,세 이상,아주약품(주),기타
위더스피록시캄주사액_(20mg/1mL),급여,4,주 미만,위더스제약(주),소아
위더스피록시캄주사액_(20mg/1mL),급여,80,세 이상,위더스제약(주),기타
로녹신주(피록시캄)PRIME-PIROCAMInj._(20mg/1mL),급여,4,주 미만,한국프라임제약(주),소아
로녹신주(피록시캄)PRIME-PIROCAMInj._(20mg/1mL),급여,80,세 이상,한국프라임제약(주),기타
이본덴스정(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,조아제약(주),청소년
본제닉정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,제일약품(주),청소년
본비바정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,제일약품(주),청소년
이본드로정(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,대화제약(주),청소년
동광이반드론산정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,동광제약(주),청소년
보니엠정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,신풍제약(주),청소년
이브본정150mg(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,(주)씨엠지제약,청소년
유니본정(이반드론산나트륨수화물)_(0.16875g/1정),급여,18,세 이하,유니메드제약(주),청소년
이바테론정150mg(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,삼천당제약(주),청소년
아나본정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,아주약품(주),청소년
이반드론정(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,알리코제약(주),청소년
프로이반정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,환인제약(주),청소년
하니반정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,하나제약(주),청소년
본가드정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,(주)다림바이오텍,청소년
경보이반드로네이트정(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,(주)경보제약,청소년
이바넬정(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,구주제약(주),청소년
본비스정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,(주)팜젠사이언스,청소년
오스맥정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,초당약품공업(주),청소년
본단정(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,주식회사제뉴원사이언스,청소년
드로반정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,(주)한국피엠지제약,청소년
이반드렌정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,(주)테라젠이텍스,청소년
이반네이트정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,국제약품(주),청소년
유유이반드론산나트륨정150밀리그램(이반드론산나트륨일수화물)_(0.16875g/1정),급여,18,세 이하,(주)유유제약,청소년
이반트론주(이반드론산나트륨일수화물)_(3.375mg/3mL),급여,18,세 이하,(주)유앤생명과학,청소년
레포신주(레보플록사신)_(0.75g/150mL),급여,18,세 이하,신풍제약(주),청소년
렉타신주(레보플록사신수화물)_(0.76869g/150mL),급여,18,세 이하,유니메드제약(주),청소년
프로신주(레보플록사신수화물)_(0.76869g/150mL),급여,18,세 이하,한국유니온제약(주),청소년
프로신주(레보플록사신수화물)_(0.76869g/150mL),급여,18,세 이하,한국유니온제약(주),청소년
"제이더블유레보플록사신주_(레보플록사신½수화물, 0.75g/150mL)",급여,18,세 이하,제이더블유생명과학(주),청소년
레보리스주(레보플록사신수화물)_(0.76869g/150mL),급여,18,세 이하,(주)라이트팜텍,청소년
레보투정100밀리그램(레보플록사신수화물)_(0.10249g/1정),급여,18,세 이하,코스맥스파마(주),청소년
레보에프정(레보플록사신)_(0.1g/1정),급여,18,세 이하,주식회사 더유제약,청소년
레보플신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,대원바이오텍주식회사,청소년
레보프사정100밀리그램(레보플록사신수화물)_(0.10249g/1정),급여,18,세 이하,주식회사케이에스제약,청소년
리플록신정100밀리그램(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,건일바이오팜주식회사,청소년
레보프신정(레보플록사신수화물)_(0.10249g/1정),급여,18,세 이하,(주)마더스제약,청소년
나조넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,한국오가논(주),영유아
모베타스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)마더스제약,영유아
모타넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)일화,영유아
나조메가나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)대웅제약,영유아
보령모메타손스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)보령,영유아
나자케어나잘스프레이액(모메타손푸로에이트일수화물)_(7.238mg/140회),급여,24,개월 미만,(주)유한양행,영유아
삼성모메타손나잘스프레이액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,삼성제약(주),영유아
모나손나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,영진약품(주),영유아
모니타존나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,일동제약(주),영유아
라니넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)바이넥스,영유아
모테손나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,한미약품(주),영유아
나조큐어나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,국제약품(주),영유아
라이넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,삼일제약(주),영유아
잘코넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,제이더블유신약(주),영유아
더미손크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,(주)한국파마,영유아
모메손크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,오스틴제약(주),영유아
모메코트크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,(주)퍼슨,영유아
피엘타손크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,이연제약(주),영유아
모멘타손크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,(주)다산제약,영유아
유유코잘넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)유유제약,영유아
모리타손점비액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,조아제약(주),영유아
에이프로젠나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)에이프로젠바이오로직스,영유아
보니반주(이반드론산나트륨일수화물)_(3.375mg/3mL),급여,18,세 이하,주식회사케이에스제약,청소년
프레타손크림(모메타손푸로에이트)_(10mg/10g),급여,2,세 이하,대화제약(주),영유아
"모리코트크림_(모메타손푸로에이트, 10mg/10g)",급여,2,세 이하,동광제약(주),영유아
테리손크림(모메타손푸로에이트)_(10mg/10g),급여,2,세 이하,(주)메디카코리아,영유아
에로콤크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,한국오가논(주),영유아
더메타손크림(푸로산모메타손)_(15mg/15g),급여,2,세 이하,(주)화이트생명과학,영유아
케이제로타손크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,에이치케이이노엔(주),영유아
인푸라크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,(주)바이넥스,영유아
모메탄크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,(주)에이프로젠바이오로직스,영유아
모메덤크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,제이더블유생명과학(주),영유아
모메타뉴크림(모메타손푸로에이트)_(15mg/15g),급여,2,세 이하,(주)시어스제약,영유아
모멘타크림(모메타손푸로에이트)_(20mg/20g),급여,2,세 이하,주식회사 더유제약,영유아
하이록신정100mg(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,(주)화이트생명과학,청소년
휴록사신정100mg(레보플록사신수화물)_(0.10249g/1정),급여,18,세 이하,(주)휴비스트제약,청소년
레보플로정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,(주)이든파마,청소년
"레사신정(레보플록사신수화물)(수출명:LESACIN,LENTACIN)_(0.1g/1정)",급여,18,세 이하,(주)일화,청소년
대웅레보플록사신정100밀리그램(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,(주)대웅제약,청소년
노팍신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,일양약품(주),청소년
레보미신정(레보플록사신)_(0.1g/1정),급여,18,세 이하,(주)유한양행,청소년
레보펙신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,일동제약(주),청소년
레보트라정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,(주)바이넥스,청소년
동성레보플록사신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,동성제약(주),청소년
레복사신정100밀리그램(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,한미약품(주),청소년
레보카신정(레보플록사신수화물)_(0.1g/1정),급여,18,세 이하,국제약품(주),청소년
나자티브나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,한림제약(주),영유아
나조크린나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,제일약품(주),영유아
리노넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,삼아제약(주),영유아
나조코비나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,동광제약(주),영유아
코메타손나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,한국코러스(주),영유아
모메원점비액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,에이치엘비제약(주),영유아
아라넥스나잘스프레이액(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,삼진제약(주),영유아
나코드린나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,경동제약(주),영유아
코비넥스나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,신풍제약(주),영유아
씨엠지나조나잘스프레이(모메타손푸로에이트)_(7mg/140회),급여,24,개월 미만,(주)씨엠지제약,영유아
