제품명,급여구분,특정연령,특정연령단위,업체명,금기연령층
레보에프정500밀리그램(레보플록사신수화물)_(0.5123g/1정),급여,18,세 이하,주식회사 더유제약,청소년
리플록신정500밀리그램(레보플록사신수화물)_(0.5123g/1정),급여,18,세 이하,건일바이오팜주식회사,청소년
하이록신정500mg(레보플록사신수화물)_(0.5123g/1정),급여,18,세 이하,(주)화이트생명과학,청소년
레보펙신정500밀리그램(레보플록사신수화물)_(0.5123g/1정),급여,18,세 이하,일동제약(주),청소년
레복사신정500밀리그램(레보플록사신수화물)_(0.5125g/1정),급여,18,세 이하,한미약품(주),청소년
크라비트정500밀리그람(레보플록사신)_(0.5g/1정),급여,18,세 이하,제일약품(주),청소년
레세티잘정(레보세티리진염산염)_(5mg/1정),급여,6,세 미만,(주)종근당,소아
기스톱정(세티리진염산염)_(10mg/1정),급여,6,세 미만,(주)아이월드제약,소아
리진정(세티리진염산염)_(10mg/1정),급여,6,세 미만,대원제약(주),소아
세지날정(세티리진염산염)_(10mg/1정),급여,6,세 미만,(주)다산제약,소아
명인클로르프로마진염산염정100밀리그램(수출명:클로진정100mg)_(0.1g/1정),급여,1,세 미만,명인제약(주),영유아
네오마찐정100밀리그램(클로르프로마진염산염)_(0.1g/1정),급여,1,세 미만,환인제약(주),영유아
명인클로르프로마진염산염정200mg_(0.2g/1정),급여,1,세 미만,명인제약(주),영유아
명인클로르프로마진염산염정50mg(수출명:클로진정50mg)_(50mg/1정),급여,1,세 미만,명인제약(주),영유아
사이톱신주(시프로플록사신)_(0.1g/50mL),급여,18,세 미만,에이치케이이노엔(주),청소년
대한시프로플록사신주_(0.1g/50mL),급여,18,세 미만,대한약품공업(주),청소년
제이더블유생명시프로플록사신주_(0.1g/50mL/병),급여,18,세 미만,제이더블유생명과학(주),청소년
시프로코스주(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,코스맥스파마(주),청소년
시프록스주(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,(주)오스코리아제약,청소년
사이톱신주(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,에이치케이이노엔(주),청소년
씨프로바이주사(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,바이엘코리아(주),청소년
씨프러스주(시프로플록사신)_(0.2g/100mL/팩),급여,18,세 미만,(주)대웅제약,청소년
싸이신주사200밀리그램(시프로플록사신)_(0.2g/100mL/팩),급여,18,세 미만,일동제약(주),청소년
"씨록주사2mg/ml(시프로플록사신)(수출명:CyrocinInj.2mg/ml,CipicinInj.2mg/ml)_(0.2g/100mL)",급여,18,세 미만,한국유나이티드제약(주),청소년
대한시프로플록사신주_(0.2g/100mL),급여,18,세 미만,대한약품공업(주),청소년
케이프로주(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,한국코러스(주),청소년
큐프론주(백)(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,신풍제약(주),청소년
세리텍정(세티리진염산염)_(10mg/1정),급여,6,세 미만,영풍제약(주),소아
러지텍정(세티리진염산염)_(10mg/1정),급여,6,세 미만,디아이디바이오(주),소아
시프로신정(시프로플록사신염산염)_(0.291g/1정),급여,18,세 미만,(주)한국글로벌제약,청소년
시프로셀정250밀리그램(시프로플록사신염산염수화물)_(0.291g/1정),급여,18,세 미만,(주)셀트리온제약,청소년
베아신정250밀리그램(시프로플록사신염산염수화물)_(0.291g/1정),급여,18,세 미만,대웅바이오(주),청소년
싸이플록정250밀리그램(시프로플록사신염산염수화물)_(0.291g/1정),급여,18,세 미만,정우신약(주),청소년
일양바이오염산시프로플록사신정_(0.291g/1정),급여,18,세 미만,일양바이오팜(주),청소년
싸이신정500밀리그램(시프로플록사신염산염)_(0.582g/1정),급여,18,세 미만,일동제약(주),청소년
"씨록정500밀리그램(시프로플록사신염산염수화물)(수출명:씨프로메디코,Ciraxintab.500mg,KUPCiprofloxacintab.500mg,CipicinTabs.500mg)_(0.582g/1정)",급여,18,세 미만,한국유나이티드제약(주),청소년
씨프록탄정500mg(시프로플록사신염산염수화물)_(0.582g/1정),급여,18,세 미만,한국넬슨제약(주),청소년
씨록탄정500밀리그램(시프로플록사신염산염수화물)_(0.582g/1정),급여,18,세 미만,아이큐어(주),청소년
베아신정500밀리그램(시프로플록사신염산염수화물)_(0.582g/1정),급여,18,세 미만,대웅바이오(주),청소년
마스질정(클레마스틴푸마르산염)_(1.34mg/1정),급여,1,세 이하,태극제약(주),영유아
베타베이트크림(클로베타솔프로피오네이트)_(7.5mg/15g),급여,24,개월 미만,고려제약(주),영유아
베타베이트연고(클로베타솔프로피오네이트)(수출명:클로베덤0.05%연고)(CLOBEDERM0.05%Ointment)_(7.5mg/15g),급여,24,개월 미만,고려제약(주),영유아
더모베이트연고(클로베타솔프로피오네이트)_(7.5mg/15g),급여,24,개월 미만,(주)글락소스미스클라인,영유아
크러벤액(클로베타솔프로피오네이트)_(11.65mg/25mL),급여,24,개월 미만,제이더블유신약(주),영유아
시플로뉴정250밀리그램(시프로플록사신염산염수화물)_(0.291g/1정),급여,18,세 미만,(주)시어스제약,청소년
스트라테라캡슐10밀리그램(아토목세틴염산염)_(11.43mg/1캡슐),급여,6,세 미만,한국릴리(유),소아
아토목신캡슐18mg(아토목세틴염산염)_(20.57mg/1캡슐),급여,6,세 미만,명인제약(주),소아
환인아토목세틴캡슐18밀리그램(아토목세틴염산염)_(20.57mg/1캡슐),급여,6,세 미만,환인제약(주),소아
스트라테라캡슐18밀리그램(아토목세틴염산염)_(20.57mg/1캡슐),급여,6,세 미만,한국릴리(유),소아
아토목신캡슐25mg(아토목세틴염산염)_(28.57mg/1캡슐),급여,6,세 미만,명인제약(주),소아
환인아토목세틴캡슐25밀리그램(아토목세틴염산염)_(28.57mg/1캡슐),급여,6,세 미만,환인제약(주),소아
스트라테라캡슐25밀리그램(아토목세틴염산염)_(28.57mg/1캡슐),급여,6,세 미만,한국릴리(유),소아
아토목신캡슐40밀리그램(아토목세틴염산염)_(45.71mg/1캡슐),급여,6,세 미만,명인제약(주),소아
환인아토목세틴캡슐40밀리그램(아토목세틴염산염)_(45.71mg/1캡슐),급여,6,세 미만,환인제약(주),소아
스트라테라캡슐40밀리그램(아토목세틴염산염)_(45.71mg/1캡슐),급여,6,세 미만,한국릴리(유),소아
아토목신캡슐60mg(아토목세틴염산염)_(68.56mg/1캡슐),급여,6,세 미만,명인제약(주),소아
환인아토목세틴캡슐60밀리그램(아토목세틴염산염)_(68.56mg/1캡슐),급여,6,세 미만,환인제약(주),소아
스트라테라캡슐60밀리그램(아토목세틴염산염)_(68.56mg/1캡슐),급여,6,세 미만,한국릴리(유),소아
아토목신캡슐80밀리그램(아토목세틴염산염)_(91.42mg/1캡슐),급여,6,세 미만,명인제약(주),소아
환인아토목세틴캡슐80밀리그램(아토목세틴염산염)_(91.42mg/1캡슐),급여,6,세 미만,환인제약(주),소아
스트라테라캡슐80밀리그램(아토목세틴염산염)_(91.42mg/1캡슐),급여,6,세 미만,한국릴리(유),소아
알콘아트로핀황산염1%점안제(아트로핀황산염수화물)_(0.15g/15ml),급여,12,세 미만,한국알콘(주),소아
젤라스정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,엔비케이제약(주),소아
알렙틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,주식회사 더유제약,소아
안티타민정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,주식회사케이에스제약,소아
메가젤틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)엘앤씨바이오,소아
아젤라건정1밀리그램(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,건일바이오팜주식회사,소아
마이스틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)마더스제약,소아
아젠틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)화이트생명과학,소아
셀라스틴정1밀리그램(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)텔콘알에프제약,소아
휴스틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)휴비스트제약,소아
듀라셋세미정_(1정),급여,12,세 미만,영일제약(주),소아
트라세트정_(1정),급여,12,세 미만,유니메드제약(주),소아
트라세트세미정_(1정),급여,12,세 미만,유니메드제약(주),소아
오르펜정_(1정),급여,12,세 미만,대우제약(주),소아
오르펜서방정_(1정),급여,12,세 미만,대우제약(주),소아
오르펜세미서방정_(1정),급여,12,세 미만,대우제약(주),소아
크라셋세미정_(1정),급여,12,세 미만,지엘파마(주),소아
크라셋정_(1정),급여,12,세 미만,지엘파마(주),소아
씨ㆍ아이ㆍ에이캡슐_(1캡슐),급여,12,세 이하,명문제약(주),소아
트라펜정_(1정),급여,12,세 미만,명문제약(주),소아
트라펜세미정_(1정),급여,12,세 미만,명문제약(주),소아
트라펜서방정_(1정),급여,12,세 미만,명문제약(주),소아
트라펜세미서방정_(1정),급여,12,세 미만,명문제약(주),소아
도라셋정_(1정),급여,12,세 미만,진양제약(주),소아
도라셋세미정_(1정),급여,12,세 미만,진양제약(주),소아
듀오셋정_(1정),급여,12,세 미만,삼천당제약(주),소아
타미돌정_(1정),급여,12,세 미만,(주)하원제약,소아
타미돌세미정_(1정),급여,12,세 미만,(주)하원제약,소아
하이퍼셋세미정_(1정),급여,12,세 미만,한화제약(주),소아
하이퍼셋정_(1정),급여,12,세 미만,한화제약(주),소아
명도파정50/200밀리그램_(1정),급여,25,세 미만,명인제약(주),고령자
명도파정25/100밀리그램_(1정),급여,25,세 미만,명인제약(주),고령자
"명도파정12.5/50밀리그램(벤세라지드, 레보도파)_(1정)",급여,25,세 미만,명인제약(주),고령자
엑스페인정_(1정),급여,12,세 미만,(주)한독,소아
엑스페인세미정_(1정),급여,12,세 미만,(주)한독,소아
엑스페인ER서방정_(1정),급여,12,세 미만,(주)한독,소아
듀라셋정_(1정),급여,12,세 미만,영일제약(주),소아
명문시프로플록사신주사_(0.2g/100mL/병),급여,18,세 미만,명문제약(주),청소년
시프록사신주(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,(주)하원제약,청소년
명문시프로플록사신주사_(0.2g/100mL/백),급여,18,세 미만,명문제약(주),청소년
"로푸신주(시프로플록사신)(수출명:시프로플록스주,파마시프로플록사신주)_(0.2g/100mL/병)",급여,18,세 미만,(주)한국파마,청소년
"로푸신주(시프로플록사신)(수출명:시프로플록스주,파마시프로플록사신주)_(0.2g/100mL/백)",급여,18,세 미만,(주)한국파마,청소년
아주시프로플록사신주200밀리그램_(0.2g/100mL),급여,18,세 미만,아주약품(주),청소년
이연시플록사신주(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,이연제약(주),청소년
씨프록주(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,(주)넥스팜코리아,청소년
아시렌주2밀리그램(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,한국프라임제약(주),청소년
유니시프로사신주사(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,한국유니온제약(주),청소년
뉴록사신주(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,구주제약(주),청소년
팜젠시프로플록사신주_(0.2g/100mL),급여,18,세 미만,(주)팜젠사이언스,청소년
제이더블유생명시프로플록사신주_(0.2g/100mL/병),급여,18,세 미만,제이더블유생명과학(주),청소년
베아신주(시프로플록사신)_(0.2g/100mL),급여,18,세 미만,대웅바이오(주),청소년
시프록스주(시프로플록사신)_(0.4g/200mL),급여,18,세 미만,(주)오스코리아제약,청소년
사이톱신주(시프로플록사신)_(0.4g/200mL),급여,18,세 미만,에이치케이이노엔(주),청소년
씨프로바이주사(시프로플록사신)_(0.4g/200mL),급여,18,세 미만,바이엘코리아(주),청소년
씨프러스주(시프로플록사신)_(0.4g/200mL/백),급여,18,세 미만,(주)대웅제약,청소년
싸이신주사400밀리그램(시프로플록사신)_(0.4g/200mL/팩),급여,18,세 미만,일동제약(주),청소년
대한시프로플록사신주_(0.4g/200mL),급여,18,세 미만,대한약품공업(주),청소년
트라콤정_(1정),급여,12,세 미만,이연제약(주),소아
트라콤이알서방정_(1정),급여,12,세 미만,이연제약(주),소아
트라콤세미정_(1정),급여,12,세 미만,이연제약(주),소아
위더셋정_(1정),급여,12,세 미만,위더스제약(주),소아
아세마돌정_(1정),급여,12,세 미만,(주)알피바이오,소아
울트펜정_(1정),급여,12,세 미만,영풍제약(주),소아
울트펜세미서방정_(1정),급여,12,세 미만,영풍제약(주),소아
테라펜정_(1정),급여,12,세 미만,(주)넥스팜코리아,소아
테라펜세미정_(1정),급여,12,세 미만,(주)넥스팜코리아,소아
아트라펜정_(1정),급여,12,세 미만,한국프라임제약(주),소아
아트라펜세미정_(1정),급여,12,세 미만,한국프라임제약(주),소아
팬시다정,급여,2,개월 미만,한국희귀의약품센터,영유아
렉크린액(인산나트륨에네마)_(1000mL),급여,3,세 미만,디아이디바이오(주),영유아
렉크린액(인산나트륨에네마)_(133mL),급여,3,세 미만,디아이디바이오(주),영유아
비엘셋정_(1정),급여,12,세 미만,디아이디바이오(주),소아
비엘셋세미정_(1정),급여,12,세 미만,디아이디바이오(주),소아
마이폴캡슐_(1캡슐),급여,12,세 이하,성원애드콕제약(주),소아
트라칸정_(1정),급여,12,세 미만,성원애드콕제약(주),소아
트라칸세미정_(1정),급여,12,세 미만,성원애드콕제약(주),소아
뉴트라셋세미정_(1정),급여,12,세 미만,(주)경보제약,소아
뉴트라셋정_(1정),급여,12,세 미만,(주)경보제약,소아
트라콤이알세미서방정_(1정),급여,12,세 미만,이연제약(주),소아
에보타즈정_(1정),급여,3,개월 미만,(유)한국비엠에스제약,영유아
아트라센정_(1정),급여,12,세 미만,한국유니온제약(주),소아
트라비트정_(1정),급여,12,세 미만,(주)씨티씨바이오,소아
트라비트세미정_(1정),급여,12,세 미만,(주)씨티씨바이오,소아
이스틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)이든파마,소아
아라스틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)일화,소아
부광아젭틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,부광약품(주),소아
제라스정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)바이넥스,소아
동성아젤라스틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,동성제약(주),소아
셀스틴정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)셀트리온제약,소아
아제타민정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,대웅바이오(주),소아
자스민정(아젤라스틴염산염)_(1mg/1정),급여,6,세 이하,(주)테라젠이텍스,소아
큐록신정100밀리그램(발로플록사신)_(0.1g/1정),급여,18,세 미만,제이더블유중외제약(주),청소년
지콜연질캡슐(벤조나테이트)_(0.1g/1캡슐),급여,10,세 이하,동성제약(주),소아
명인벤즈트로핀메실산염정1밀리그램_(1mg/1정),급여,3,세 미만,명인제약(주),영유아
환인벤즈트로핀정1밀리그램(벤즈트로핀메실산염)_(1mg/1정),급여,3,세 미만,환인제약(주),영유아
명인벤즈트로핀메실레이트정2밀리그람_(2mg/1정),급여,3,세 미만,명인제약(주),영유아
환인벤즈트로핀정(벤즈트로핀메실산염)_(2mg/1정),급여,3,세 미만,환인제약(주),영유아
테바비칼루타마이드정50밀리그램_(50mg/1정),급여,18,세 미만,(주)한독테바,청소년
피엠에스비칼루타미드정50밀리그램(비칼루타미드(미분화))_(50mg/1정),급여,18,세 미만,파마사이언스코리아(주),청소년
프로칼린정50밀리그램(비칼루타미드)_(50mg/1정),급여,18,세 미만,에이치케이이노엔(주),청소년
비카루드정(비칼루타미드)_(50mg/1정),급여,18,세 미만,광동제약(주),청소년
칼루타미정50mg(비칼루타마이드)_(50mg/1정),급여,18,세 미만,(주)종근당,청소년
프로세이드정(비칼루타미드)_(50mg/1정),급여,18,세 미만,삼진제약(주),청소년
카소비트정(비칼루타미드)_(50mg/1정),급여,18,세 미만,신풍제약(주),청소년
카소덱스정(비칼루타마이드)_(50mg/1정),급여,18,세 미만,한국아스트라제네카(주),청소년
프로카덱스정(비칼루타마이드)_(50mg/1정),급여,18,세 미만,알보젠코리아(주),청소년
비카소정(비칼루타미드)_(50mg/1정),급여,18,세 미만,이연제약(주),청소년
카덱스정(비칼루타미드)_(50mg/1정),급여,18,세 미만,대원제약(주),청소년
칼루타미정150mg(비칼루타마이드)_(0.15g/1정),급여,18,세 미만,(주)종근당,청소년
알파간피점안액0.15%(브리모니딘타르타르산염)_(7.5mg/5mL),급여,2,세 미만,한국애브비(주),영유아
알파몬피점안액0.15%(브리모니딘타르타르산염)_(7.5mg/5mL),급여,2,세 미만,국제약품(주),영유아
휴트라돌정_(1정),급여,12,세 미만,(주)휴온스,소아
엑스페인ER세미서방정_(1정),급여,12,세 미만,(주)한독,소아
아트세미정_(1정),급여,12,세 미만,알보젠코리아(주),소아
아트정_(1정),급여,12,세 미만,알보젠코리아(주),소아
트로셋세미정_(1정),급여,12,세 미만,(주)서울제약,소아
트로셋정_(1정),급여,12,세 미만,(주)서울제약,소아
트로셋서방정_(1정),급여,12,세 미만,(주)서울제약,소아
트로셋세미서방정_(1정),급여,12,세 미만,(주)서울제약,소아
하이세펜정_(1정),급여,12,세 미만,(주)한국파마,소아
울셋세미정_(1정),급여,12,세 미만,(주)비씨월드제약,소아
울셋정_(1정),급여,12,세 미만,(주)비씨월드제약,소아
튜비스정_(1정),급여,8,세 미만,(주)비씨월드제약,소아
엘리펜세미정_(1정),급여,12,세 미만,동국제약(주),소아
엘리펜정_(1정),급여,12,세 미만,동국제약(주),소아
엘리펜서방정_(1정),급여,12,세 미만,동국제약(주),소아
엘리펜세미서방정_(1정),급여,12,세 미만,동국제약(주),소아
바헬바레스피맷_(60회),급여,18,세 미만,한국베링거인겔하임(주),청소년
바헬바레스피맷_(60회)(다회용),급여,18,세 미만,한국베링거인겔하임(주),청소년
바헬바레스피맷_(60회)(리필용),급여,18,세 미만,한국베링거인겔하임(주),청소년
맥시트롤안연고_(3.5g),급여,4,주 미만,한국노바티스(주),소아
맥시트롤점안액_(5mL),급여,4,주 미만,한국노바티스(주),소아
엑세트라세미정_(1정),급여,12,세 미만,신일제약(주),소아
엑세트라정_(1정),급여,12,세 미만,신일제약(주),소아
아마돌세미정_(1정),급여,12,세 미만,아주약품(주),소아
아마돌정_(1정),급여,12,세 미만,아주약품(주),소아
아마돌ER서방정_(1정),급여,12,세 미만,아주약품(주),소아
디워렌정_(1정),급여,12,세 미만,오스틴제약(주),소아
울트란정_(1정),급여,12,세 미만,케이엠에스제약(주),소아
울트란세미정_(1정),급여,12,세 미만,케이엠에스제약(주),소아
제로코푸시럽_(20mL),급여,12,세 미만,일성신약(주),소아
마도펜세미서방정_(1정),급여,12,세 미만,일성신약(주),소아
마도펜세미정_(1정),급여,12,세 미만,일성신약(주),소아
한트라셋세미정_(1정),급여,12,세 미만,한올바이오파마(주),소아
한트라셋정_(1정),급여,12,세 미만,한올바이오파마(주),소아
안티피라세미정_(1정),급여,12,세 미만,알리코제약(주),소아
안티피라정_(1정),급여,12,세 미만,알리코제약(주),소아
"레바셋정(트라마돌염산염,아세트아미노펜)_(1정)",급여,12,세 미만,(주)바스칸바이오제약,소아
"레바셋세미정(트라마돌염산염,아세트아미노펜)_(1정)",급여,12,세 미만,(주)바스칸바이오제약,소아
아펜트라정_(1정),급여,12,세 미만,한국넬슨제약(주),소아
하이콘티서방정_(1정),급여,12,세 미만,환인제약(주),소아
하이콘티세미서방정_(1정),급여,12,세 미만,환인제약(주),소아
지무라돌정_(1정),급여,12,세 미만,(주)동구바이오제약,소아
지무라돌세미정_(1정),급여,12,세 미만,(주)동구바이오제약,소아
지무라돌서방정_(1정),급여,12,세 미만,(주)동구바이오제약,소아
지무라돌세미서방정_(1정),급여,12,세 미만,(주)동구바이오제약,소아
코노펜캡슐_(1캡슐),급여,12,세 이하,하나제약(주),소아
트라미펜세미정_(1정),급여,12,세 미만,하나제약(주),소아
트라미펜정_(1정),급여,12,세 미만,하나제약(주),소아
다노펜정_(1정),급여,12,세 미만,(유)한풍제약,소아
다노펜세미정_(1정),급여,12,세 미만,(유)한풍제약,소아
제이트라정_(1정),급여,12,세 미만,(주)비보존제약,소아
제이트라세미정_(1정),급여,12,세 미만,(주)비보존제약,소아
울트론서방정_(1정),급여,12,세 미만,익수제약(주),소아
울트론세미서방정_(1정),급여,12,세 미만,익수제약(주),소아
트라비트세미서방정_(1정),급여,12,세 미만,(주)씨티씨바이오,소아
트라비트서방정_(1정),급여,12,세 미만,(주)씨티씨바이오,소아
유로셋세미정_(1정),급여,12,세 미만,(주)아이월드제약,소아
유로셋정_(1정),급여,12,세 미만,(주)아이월드제약,소아
울트라핀정_(1정),급여,12,세 미만,에스피씨(주),소아
울트라핀세미정_(1정),급여,12,세 미만,에스피씨(주),소아
타코펜캡슐_(1캡슐),급여,12,세 이하,구주제약(주),소아
트라마펜정_(1정),급여,12,세 미만,구주제약(주),소아
트라마펜세미정_(1정),급여,12,세 미만,구주제약(주),소아
트라마펜세미서방정_(1정),급여,12,세 미만,구주제약(주),소아
트라마펜서방정_(1정),급여,12,세 미만,구주제약(주),소아
무파인세미정_(1정),급여,12,세 미만,대한뉴팜(주),소아
무파인세미서방정_(1정),급여,12,세 미만,대한뉴팜(주),소아
무파인서방정_(1정),급여,12,세 미만,대한뉴팜(주),소아
펜클리어맥스정_(1정),급여,12,세 미만,(주)팜젠사이언스,소아
펜클리어정_(1정),급여,12,세 미만,(주)팜젠사이언스,소아
에이트라세미정_(1정),급여,12,세 미만,코오롱제약(주),소아
에이트라정_(1정),급여,12,세 미만,코오롱제약(주),소아
코푸진시럽_(20mL/포),급여,12,세 미만,코오롱제약(주),소아
코푸진시럽_(13mL),급여,12,세 미만,코오롱제약(주),소아
휴니즈트라셋정_(1정),급여,12,세 미만,(주)휴온스메디텍,소아
트라셋세미정_(1정),급여,12,세 미만,(주)휴온스메디텍,소아
비알코시럽_(20mL),급여,12,세 미만,(주)보령바이오파마,소아
코디캄에스시럽_(500mL),급여,12,세 미만,(주)휴온스,소아
휴트라돌세미정_(1정),급여,12,세 미만,(주)휴온스,소아
페인리스정_(1정),급여,12,세 미만,주식회사제뉴원사이언스,소아
페인리스세미정_(1정),급여,12,세 미만,주식회사제뉴원사이언스,소아
코포나시럽_(20mL),급여,12,세 미만,주식회사제뉴원사이언스,소아
페인리스서방정_(1정),급여,12,세 미만,주식회사제뉴원사이언스,소아
페인리스세미서방정_(1정),급여,12,세 미만,주식회사제뉴원사이언스,소아
코대원시럽_(500mL),급여,12,세 미만,대원제약(주),소아
코대원정(수출명:네오-케이정)_(1정),급여,12,세 미만,대원제약(주),소아
코트림주사액_(5mL),급여,2,개월 미만,대원제약(주),영유아
원트란서방정_(1정),급여,12,세 미만,대원제약(주),소아
원트란세미서방정_(1정),급여,12,세 미만,대원제약(주),소아
코대원포르테시럽_(500mL),급여,12,세 미만,대원제약(주),소아
코대원포르테시럽_(20mL),급여,12,세 미만,대원제약(주),소아
코대원에스시럽_(20mL),급여,12,세 미만,대원제약(주),소아
울파워셋정_(1정),급여,12,세 미만,아이큐어(주),소아
울파워셋세미정_(1정),급여,12,세 미만,아이큐어(주),소아
굿트라셋정_(1정),급여,12,세 미만,(주)다산제약,소아
굿트라셋세미정_(1정),급여,12,세 미만,(주)다산제약,소아
노통펜프러스정_(1정),급여,12,세 미만,화일약품(주),소아
노통펜프러스미니정_(1정),급여,12,세 미만,화일약품(주),소아
울트라뉴정_(1정),급여,12,세 미만,(주)시어스제약,소아
울트라뉴세미정_(1정),급여,12,세 미만,(주)시어스제약,소아
제이아트셋정_(1정),급여,12,세 미만,(주)라이트팜텍,소아
트라맥스세미정_(1정),급여,12,세 미만,(주)라이트팜텍,소아
트라임정_(1정),급여,12,세 미만,(주)한국글로벌제약,소아
트라임세미정_(1정),급여,12,세 미만,(주)한국글로벌제약,소아
아라펜세미정_(1정),급여,12,세 미만,(주)셀트리온제약,소아
아라펜정_(1정),급여,12,세 미만,(주)셀트리온제약,소아
베아셋정_(1정),급여,12,세 미만,대웅바이오(주),소아
베아셋세미정_(1정),급여,12,세 미만,대웅바이오(주),소아
베아셋세미서방정_(1정),급여,12,세 미만,대웅바이오(주),소아
베아셋서방정_(1정),급여,12,세 미만,대웅바이오(주),소아
유트렌세미정_(1정),급여,12,세 미만,일양바이오팜(주),소아
유트렌정_(1정),급여,12,세 미만,일양바이오팜(주),소아
아트라셋정_(1정),급여,12,세 미만,(주)한국피엠지제약,소아
아트라셋세미정_(1정),급여,12,세 미만,(주)한국피엠지제약,소아
듀오다인세미정_(1정),급여,12,세 미만,(주)제뉴파마,소아
아트놀셋세미정_(1정),급여,12,세 미만,(주)테라젠이텍스,소아
아트놀셋정_(1정),급여,12,세 미만,(주)테라젠이텍스,소아
아도스테롤(131I)주사액(요오디네이티트(131I)노르콜레스테롤)_(0.037GBq(1mCi)/1mL),급여,18,세 미만,새한산업(주),청소년
리나치올캡슐500밀리그람(L-카르보시스테인)(수출명:HyundiolCapsule500Mg)_(0.5g/1캡슐),급여,24,개월 미만,현대약품(주),영유아
리나치올캡슐375밀리그램(L-카르보시스테인)(수출명:HyundiolCapsule375Mg)_(0.375g/1캡슐),급여,24,개월 미만,현대약품(주),영유아
뮤코론캡슐375밀리그램(L-카르보시스테인)_(0.375g/1캡슐),급여,24,개월 미만,부광약품(주),영유아
리나치올시럽(L-카르보시스테인)(수출명:HyundiolSyrup)_(10g/500mL),급여,24,개월 미만,현대약품(주),영유아
메피롤-씨시럽2%(L-카르보시스테인)_(10g/500mL),급여,24,개월 미만,일성신약(주),영유아
엑스펙토시럽2%(L-카르보시스테인)_(10g/500mL),급여,24,개월 미만,(주)팜젠사이언스,영유아
리나치올시럽(L-카르보시스테인)(수출명:HyundiolSyrup)_(20g/1000mL),급여,24,개월 미만,현대약품(주),영유아
소아용뮤코론시럽(L-카르보시스테인)_(20g/1000mL),급여,24,개월 미만,부광약품(주),영유아
리나치올시럽5%(L-카르보시스테인)(수출명:HyundiolSyrup5%)_(25g/500mL),급여,24,개월 미만,현대약품(주),영유아
엑스펙토시럽5%(카르보시스테인)_(25g/500mL),급여,24,개월 미만,(주)팜젠사이언스,영유아
리나치올시럽5%(L-카르보시스테인)(수출명:HyundiolSyrup5%)_(50g/1000mL),급여,24,개월 미만,현대약품(주),영유아
뮤코론5%시럽(L-카르보시스테인)_(50g/1000mL),급여,24,개월 미만,부광약품(주),영유아
명인아캄프로세이트정333mg(아캄프로세이트칼슘)_(0.333g/1정),급여,65,세 이상,명인제약(주),고령자
환인아캄프로세이트정(아캄프로세이트칼슘)_(0.333g/1정),급여,65,세 이상,환인제약(주),고령자
글루코바이정100밀리그람(아카보즈)_(0.1g/1정),급여,18,세 이하,(주)한독,청소년
글루코바이정50밀리그람(아카보즈)_(50mg/1정),급여,18,세 이하,(주)한독,청소년
타세놀8시간이알서방정325밀리그램(아세트아미노펜)_(0.325g/1정),급여,12,세 미만,부광약품(주),소아
아세트엠8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),급여,12,세 미만,(주)마더스제약,소아
타이레펜8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),급여,12,세 미만,(주)휴비스트제약,소아
타세놀8시간이알서방정(아세트아미노펜)_(0.65g/1정),급여,12,세 미만,부광약품(주),소아
펜잘8시간이알서방정(아세트아미노펜)_(0.65g/1정),급여,12,세 미만,(주)종근당,소아
써스펜8시간이알서방정650밀리그램(아세트아미노펜)_(0.65g/1정),급여,12,세 미만,한미약품(주),소아
엔시드8시간이알서방정650mg(아세트아미노펜)_(0.65g/1정),급여,12,세 미만,한림제약(주),소아
세토펜8시간이알서방정(아세트아미노펜)_(0.65g/1정),급여,12,세 미만,삼아제약(주),소아
